"Site.Name","Date","Ametryn","Atrazine","Chlorpyrifos","Diuron","Fipronil","Fluroxypyr","Haloxyfop..acid.","Hexazinone","Imazapic","Imidacloprid","Isoxaflutole.metabolite..DKN.","MCPA","Metolachlor","Metribuzin","Metsulfuron.methyl","Pendimethalin","Prometryn","Simazine","Tebuthiuron","Terbuthylazine","Triclopyr","X2.4.D"
"Sandy Creek at Homebush",2018-04-16 00:39:00,"< 0.01","0.26","< 0.02","0.65","< 0.02","0.29","< 0.02","0.22","0.28","0.26","0.02","0.05","0.06","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.43"
"Sandy Creek at Homebush",2018-04-16 06:47:00,"< 0.01","0.31","< 0.02","0.69","< 0.02","0.28","< 0.02","0.17","0.25","0.26","< 0.02","0.06","0.06","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.32"
"Sandy Creek at Homebush",2018-04-18 10:05:00,"< 0.01","0.23","< 0.02","0.53","< 0.02","0.23","< 0.02","0.14","0.23","0.25","0.02","0.04","0.05","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.16"
"Sandy Creek at Homebush",2018-04-26 16:00:00,"< 0.01","0.13","< 0.02","0.29","< 0.02","0.1","< 0.02","0.08","0.15","0.1","< 0.02","0.05","0.03","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","< 0.05"
"Sandy Creek at Homebush",2018-05-02 11:45:00,"< 0.01","0.1","< 0.02","0.2","< 0.02","0.06","< 0.02","0.07","0.1","0.08","< 0.02","< 0.02","0.02","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","< 0.05"
"Sandy Creek at Homebush",2018-05-22 14:00:00,"< 0.01","0.03","< 0.02","0.07","< 0.02","< 0.05","< 0.02","0.05","0.04","0.02","< 0.02","< 0.01","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-05-28 10:20:00,"< 0.01","0.05","< 0.02","0.07","< 0.02","< 0.05","< 0.02","0.06","0.08","< 0.02","< 0.02","< 0.01","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-07-03 10:00:00,"< 0.01","0.06","< 0.02","0.05","< 0.02","< 0.05","< 0.02","0.04","0.05","< 0.02","0.02","< 0.01","0.04","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-07-31 10:15:00,"0.01","0.06","< 0.02","0.03","< 0.02","< 0.05","< 0.02","0.05","0.04","< 0.02","< 0.02","< 0.01","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-08-28 10:50:00,"< 0.01","0.05","< 0.02","0.03","< 0.02","< 0.05","< 0.02","0.04","0.02","< 0.02","0.03","< 0.01","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-09-26 11:30:00,"< 0.02","0.02","< 0.02","0.02","< 0.02","< 0.05","< 0.02","0.05","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-11-01 13:30:00,"< 0.05","0.19","< 0.02","0.09","< 0.02","< 0.05","< 0.02","0.07","0.02","0.04","< 0.02","< 0.01","0.2","< 0.02","< 0.02","< 0.02","< 0.05","< 0.01","< 0.01","< 0.01","< 0.1","< 0.02"
"Sandy Creek at Homebush",2018-11-07 13:50:00,"< 0.01","0.14","< 0.02","0.09","< 0.02","< 0.05","< 0.02","0.04","< 0.01","< 0.02","< 0.02","< 0.01","0.18","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-11-15 16:10:00,"< 0.01","0.16","< 0.02","0.08","< 0.02","< 0.05","< 0.02","0.05","< 0.01","< 0.02","< 0.02","< 0.01","0.13","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-11-22 09:50:00,"< 0.01","0.13","< 0.02","0.07","< 0.02","< 0.05","< 0.02","0.04","0.01","< 0.02","< 0.02","< 0.01","0.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2018-11-26 13:15:00,"< 0.01","0.08","< 0.02","0.03","< 0.02","< 0.05","< 0.02","0.03","< 0.01","0.03","< 0.02","< 0.01","0.02","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2018-12-03 14:15:00,"< 0.01","0.08","< 0.02","0.05","< 0.02","< 0.05","< 0.02","0.04","< 0.01","< 0.02","< 0.02","< 0.01","0.09","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","< 0.02"
"Sandy Creek at Homebush",2018-12-08 04:31:00,"0.01","0.54","< 0.02","2.3","< 0.02","0.44","< 0.02","0.48","0.17","0.19","0.03","0.02","0.13","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.09"
"Sandy Creek at Homebush",2018-12-08 21:01:00,"0.03","0.53","< 0.02","2.2","< 0.02","0.21","< 0.02","0.99","1","0.26","0.07","0.02","0.21","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.24"
"Sandy Creek at Homebush",2018-12-09 13:31:00,"0.01","0.55","< 0.02","1.7","< 0.02","0.53","< 0.02","0.71","1.1","0.29","0.07","< 0.01","0.14","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.56"
"Sandy Creek at Homebush",2018-12-13 15:46:00,"< 0.01","1.1","< 0.02","0.85","< 0.02","0.21","< 0.02","0.37","0.4","0.1","0.05","< 0.02","0.3","0.07","< 0.02","< 0.02","< 0.02","< 0.01","0.04","< 0.01","< 0.05","0.03"
"Sandy Creek at Homebush",2018-12-13 17:06:00,"< 0.01","0.81","< 0.02","1","< 0.02","0.27","< 0.02","0.33","0.3","0.09","0.04","< 0.02","0.22","0.05","< 0.02","< 0.02","< 0.02","< 0.01","0.02","< 0.01","< 0.05","0.02"
"Sandy Creek at Homebush",2018-12-13 22:36:00,"< 0.01","1.3","< 0.02","2.1","< 0.02","0.38","< 0.02","0.5","0.93","0.38","0.13","< 0.02","0.56","0.13","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.24"
"Sandy Creek at Homebush",2018-12-14 04:06:00,"< 0.01","1.2","< 0.02","1.6","< 0.02","0.42","< 0.02","0.54","0.97","0.64","0.2","< 0.02","0.59","0.06","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.09"
"Sandy Creek at Homebush",2018-12-14 11:40:00,"< 0.01","2.1","< 0.02","3.1","< 0.02","1.8","< 0.02","0.89","1.1","0.56","0.11","< 0.02","1.7","0.1","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.26"
"Sandy Creek at Homebush",2018-12-17 04:25:00,"< 0.01","2.2","< 0.02","3.3","< 0.02","0.55","< 0.02","0.59","0.71","0.35","0.09","< 0.02","0.97","0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.18"
"Sandy Creek at Homebush",2018-12-17 09:55:00,"0.01","3","< 0.02","4","< 0.02","0.56","< 0.02","0.59","0.97","0.63","0.19","< 0.02","1.4","0.16","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.26"
"Sandy Creek at Homebush",2018-12-17 15:25:00,"0.02","2","< 0.02","2.3","< 0.02","0.39","< 0.02","0.54","1.2","0.68","0.17","< 0.02","1.1","0.12","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.09"
"Sandy Creek at Homebush",2018-12-19 15:00:00,"0.01","1.3","< 0.02","2.3","< 0.02","0.4","< 0.02","0.66","1.1","0.45","0.2","0.02","1.3","0.07","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","0.12","< 1"
"Sandy Creek at Homebush",2018-12-23 14:47:00,"< 0.01","1.1","< 0.02","2.2","< 0.02","0.94","< 0.02","0.71","0.62","0.81","0.09","< 0.01","0.51","0.05","0.1","< 0.02","< 0.02","< 0.01","0.01","< 0.01","< 0.1","0.9"
"Sandy Creek at Homebush",2018-12-23 20:17:00,"< 0.01","3","< 0.02","2.8","< 0.02","0.21","< 0.02","0.78","0.43","0.47","0.05","0.19","0.28","0.02","< 0.05","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","6.2"
"Sandy Creek at Homebush",2018-12-24 01:47:00,"< 0.01","2.5","< 0.02","3","< 0.02","1.3","< 0.02","1.9","1.3","0.53","0.23","1.7","0.51","0.06","< 0.05","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","7.7"
"Sandy Creek at Homebush",2018-12-24 09:40:00,"< 0.01","4.9","< 0.02","2.9","< 0.02","1.5","< 0.02","1.5","1","0.42","0.23","1.1","0.72","0.63","< 0.05","< 0.02","< 0.02","0.02","< 0.01","< 0.01","< 0.1","4.5"
"Sandy Creek at Homebush",2019-01-03 10:00:00,"0.27","4.5","< 0.02","3.1","< 0.02","0.54","< 0.02","0.81","0.62","0.2","0.25","0.02","0.45","2","< 0.05","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.2"
"Sandy Creek at Homebush",2019-01-08 14:07:00,"0.15","2.6","< 0.02","1.3","< 0.02","0.51","< 0.02","0.75","0.48","0.11","0.16","< 0.05","0.24","1.1","< 0.05","< 0.02","< 0.02","< 0.01","0.04","< 0.01","< 0.05","0.1"
"Sandy Creek at Homebush",2019-01-08 19:37:00,"0.13","2.8","< 0.02","2","< 0.02","2.1","< 0.02","0.67","0.5","0.19","0.12","< 0.05","0.19","0.88","< 0.05","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","3"
"Sandy Creek at Homebush",2019-01-09 01:07:00,"0.14","1.7","< 0.02","2.3","< 0.02","1.2","< 0.02","0.64","0.58","0.27","0.11","0.49","0.16","0.61","< 0.05","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","1.4"
"Sandy Creek at Homebush",2019-01-09 06:37:00,"0.03","3.6","< 0.02","1.4","< 0.02","1.6","< 0.02","0.82","1.3","0.27","0.62","0.83","0.23","0.21","0.17","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","2.3"
"Sandy Creek at Homebush",2019-01-09 08:17:00,"0.04","5.4","< 0.02","3.1","< 0.02","1.9","< 0.02","0.82","1","0.26","0.55","0.95","0.51","0.52","0.1","< 0.02","< 0.02","0.01","< 0.01","< 0.01","< 0.05","2.8"
"Sandy Creek at Homebush",2019-01-10 01:02:00,"0.04","11","< 0.02","6","< 0.02","1.6","< 0.02","1.3","0.99","0.37","0.67","0.78","0.82","1.3","0.04","< 0.02","< 0.02","0.03","< 0.01","< 0.01","< 0.05","2.6"
"Sandy Creek at Homebush",2019-01-10 15:33:00,"0.08","9.1","< 0.02","7.4","< 0.02","1.3","< 0.02","1.4","0.82","0.32","0.48","0.22","0.58","0.67","0.03","< 0.02","< 0.02","0.02","< 0.01","< 0.01","< 0.05","0.57"
"Sandy Creek at Homebush",2019-01-10 19:55:00,"0.05","4.7","< 0.02","5.6","< 0.02","1.3","0.02","1.1","0.75","0.87","0.37","0.54","0.69","0.58","0.02","< 0.02","< 0.02","0.01","< 0.01","< 0.01","< 0.05","0.74"
"Sandy Creek at Homebush",2019-01-10 22:25:00,"0.03","4.4","< 0.02","4.5","< 0.02","1","< 0.02","1.1","0.68","0.89","0.47","0.25","0.62","0.52","< 0.02","< 0.02","< 0.02","0.01","< 0.01","< 0.01","< 0.05","0.34"
"Sandy Creek at Homebush",2019-01-11 02:35:00,"0.03","3.2","< 0.02","2.9","< 0.02","0.73","< 0.02","0.8","0.55","0.64","0.43","0.08","0.47","0.44","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.13"
"Sandy Creek at Homebush",2019-01-12 03:17:00,"0.06","3.6","< 0.02","3.3","< 0.02","0.89","< 0.02","0.66","0.53","1.1","0.31","0.17","1.4","0.28","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.17"
"Sandy Creek at Homebush",2019-01-12 12:17:00,"0.06","3.4","< 0.02","3.4","< 0.02","0.89","< 0.02","0.66","0.54","0.98","0.26","0.19","1.4","0.28","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.15"
"Sandy Creek at Homebush",2019-01-13 06:17:00,"0.06","3","< 0.02","2.6","< 0.02","0.94","< 0.02","0.69","0.5","0.89","0.23","0.15","0.9","0.21","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.1"
"Sandy Creek at Homebush",2019-01-15 12:40:00,"0.05","2.5","< 0.02","2","< 0.02","0.83","< 0.02","0.54","0.43","0.69","0.21","0.24","0.65","0.14","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.16"
"Sandy Creek at Homebush",2019-01-22 10:30:00,"0.02","0.8","< 0.02","0.78","< 0.02","0.3","< 0.02","0.27","0.22","0.27","0.1","0.05","0.17","0.09","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.04"
"Sandy Creek at Homebush",2019-01-28 09:35:00,"0.01","0.51","< 0.02","0.4","< 0.02","0.1","< 0.02","0.15","0.14","0.21","0.06","< 0.01","0.07","0.04","< 0.02","< 0.02","< 0.02","< 0.01","0.03","< 0.01","< 0.05","0.04"
"Sandy Creek at Homebush",2019-01-28 13:25:00,"0.01","0.65","< 0.02","0.4","< 0.02","0.48","< 0.02","0.12","0.12","0.25","0.05","< 0.01","0.06","0.03","< 0.02","< 0.02","< 0.02","< 0.01","0.03","< 0.01","< 0.05","0.34"
"Sandy Creek at Homebush",2019-01-28 15:05:00,"0.01","0.75","< 0.02","1","< 0.02","0.32","< 0.02","0.25","0.25","0.42","0.08","0.1","0.1","0.07","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.31"
"Sandy Creek at Homebush",2019-01-29 12:05:00,"0.03","1.6","< 0.02","1.6","< 0.02","0.92","< 0.02","0.43","0.38","0.36","0.13","0.44","0.2","0.35","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.46"
"Sandy Creek at Homebush",2019-01-29 16:05:00,"0.02","1.1","< 0.02","1.2","< 0.02","0.62","< 0.02","0.29","0.29","0.35","0.1","0.26","0.2","0.3","< 0.02","< 0.02","< 0.02","< 0.01","0.01","< 0.01","< 0.05","0.3"
"Sandy Creek at Homebush",2019-01-29 19:15:00,"0.01","0.82","< 0.02","0.81","< 0.02","0.31","< 0.02","0.22","0.19","0.39","0.05","0.09","0.14","0.17","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.11"
"Sandy Creek at Homebush",2019-01-30 01:15:00,"0.01","0.82","< 0.02","0.64","< 0.02","0.36","< 0.02","0.2","0.21","0.39","0.07","0.11","0.15","0.16","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.11"
"Sandy Creek at Homebush",2019-01-30 19:57:00,"0.04","0.95","< 0.02","1.3","< 0.02","0.43","< 0.02","0.31","0.3","4.2","0.07","0.13","0.34","0.24","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.21"
"Sandy Creek at Homebush",2019-01-31 04:57:00,"0.04","0.8","< 0.02","1.1","< 0.02","0.45","< 0.02","0.27","0.26","0.53","0.06","0.11","0.34","0.17","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.16"
"Sandy Creek at Homebush",2019-01-31 13:57:00,"0.03","0.8","< 0.02","0.95","< 0.02","0.42","< 0.02","0.23","0.27","0.64","0.06","0.09","0.36","0.17","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.14"
"Sandy Creek at Homebush",2019-02-01 07:57:00,"0.02","0.65","< 0.02","0.72","< 0.02","0.34","< 0.02","0.18","0.25","0.61","0.05","0.05","0.3","0.11","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.09"
"Sandy Creek at Homebush",2019-02-04 12:20:00,"< 0.01","0.26","< 0.02","0.31","< 0.02","0.16","< 0.02","0.07","0.16","0.29","0.03","0.05","0.09","0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.14"
"Sandy Creek at Homebush",2019-02-05 21:54:00,"< 0.01","0.29","< 0.02","0.33","< 0.02","0.16","< 0.02","0.1","0.18","0.37","0.04","0.04","0.12","0.06","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.1"
"Sandy Creek at Homebush",2019-02-06 12:00:00,"< 0.01","0.2","< 0.02","0.29","< 0.02","0.11","< 0.02","0.08","0.13","0.34","0.02","0.03","0.09","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.08"
"Sandy Creek at Homebush",2019-02-06 20:10:00,"< 0.01","0.17","< 0.02","0.22","< 0.02","0.09","< 0.02","0.06","0.1","0.26","< 0.02","0.03","0.07","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2019-02-07 05:10:00,"< 0.01","0.22","< 0.02","0.31","< 0.02","0.11","< 0.02","0.05","0.1","0.28","0.02","0.03","0.08","0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.08"
"Sandy Creek at Homebush",2019-02-07 21:00:00,"< 0.01","0.24","< 0.02","0.32","< 0.02","0.11","< 0.02","0.07","0.13","0.35","0.02","0.03","0.1","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.07"
"Sandy Creek at Homebush",2019-02-08 22:08:00,"< 0.01","0.27","< 0.02","0.32","< 0.02","0.13","< 0.02","0.09","0.15","0.35","0.03","0.03","0.12","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.08"
"Sandy Creek at Homebush",2019-02-09 19:08:00,"< 0.01","0.27","< 0.02","0.33","< 0.02","0.14","< 0.02","0.1","0.17","0.4","0.03","0.04","0.14","0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.08"
"Sandy Creek at Homebush",2019-02-10 19:08:00,"< 0.01","0.19","< 0.02","0.27","< 0.02","0.12","< 0.02","0.09","0.13","0.33","0.02","0.03","0.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.06"
"Sandy Creek at Homebush",2019-02-11 07:08:00,"< 0.01","0.18","< 0.02","0.25","< 0.02","0.1","< 0.02","0.08","0.13","0.29","< 0.02","0.03","0.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2019-02-15 09:15:00,"< 0.01","0.11","< 0.02","0.18","< 0.02","< 0.05","< 0.02","0.06","0.08","0.17","< 0.02","0.01","0.06","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2019-02-19 10:20:00,"< 0.01","0.08","< 0.02","0.14","< 0.02","< 0.05","< 0.02","0.05","0.06","0.11","< 0.02","< 0.01","0.04","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2019-02-26 11:30:00,"< 0.01","0.09","< 0.02","0.14","< 0.02","< 0.05","< 0.02","0.04","0.08","0.2","0.02","0.02","0.04","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.02"
"Sandy Creek at Homebush",2019-03-05 09:50:00,"0.01","0.81","< 0.02","0.21","< 0.02","0.08","< 0.02","0.11","0.11","0.11","0.03","< 0.01","0.03","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.15"
"Sandy Creek at Homebush",2019-03-06 17:09:00,"< 0.01","5","< 0.02","1.4","< 0.02","0.1","< 0.02","0.2","0.11","0.09","0.03","< 0.01","0.02","< 0.02","< 0.02","< 0.02","< 0.02","0.02","< 0.01","< 0.01","< 0.05","1.1"
"Sandy Creek at Homebush",2019-03-06 22:42:00,"< 0.01","1","< 0.02","0.36","< 0.02","0.4","< 0.02","0.1","0.2","0.15","0.05","0.37","0.03","0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.34"
"Sandy Creek at Homebush",2019-03-07 09:42:00,"< 0.01","1.4","< 0.02","0.88","< 0.02","0.4","< 0.02","0.14","0.24","0.12","0.09","0.09","0.06","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.57"
"Sandy Creek at Homebush",2019-03-09 20:11:00,"< 0.01","0.38","< 0.02","0.55","< 0.02","0.4","< 0.02","0.11","0.33","0.21","0.04","0.1","0.06","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.36"
"Sandy Creek at Homebush",2019-03-10 20:11:00,"< 0.01","0.28","< 0.02","0.35","< 0.02","0.4","< 0.02","0.1","0.3","0.18","0.04","0.07","0.07","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.21"
"Sandy Creek at Homebush",2019-03-11 08:11:00,"< 0.01","0.25","< 0.02","0.34","< 0.02","0.4","< 0.02","0.1","0.28","0.2","0.04","0.05","0.07","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.16"
"Sandy Creek at Homebush",2019-03-13 10:25:00,"< 0.01","0.17","< 0.02","0.33","< 0.02","0.2","< 0.02","0.06","0.18","0.14","0.04","0.03","0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.08"
"Sandy Creek at Homebush",2019-03-19 10:30:00,"< 0.01","0.09","< 0.02","0.22","< 0.02","< 0.2","< 0.02","0.06","0.13","0.09","0.02","< 0.02","0.02","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.03"
"Sandy Creek at Homebush",2019-03-26 07:15:00,"< 0.01","0.06","< 0.02","0.12","< 0.02","< 0.2","< 0.02","0.05","0.1","0.05","< 0.02","< 0.02","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2019-03-27 11:00:00,"< 0.01","0.05","< 0.02","0.12","< 0.02","< 0.2","< 0.02","0.05","0.12","0.05","< 0.02","< 0.02","0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2019-03-27 14:43:00,"< 0.01","0.05","< 0.02","0.07","< 0.02","< 0.2","< 0.02","0.02","0.05","0.07","< 0.02","< 0.02","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.63"
"Sandy Creek at Homebush",2019-03-27 16:00:00,"< 0.01","0.23","< 0.02","0.95","< 0.02","0.3","< 0.02","0.03","0.05","0.1","< 0.02","< 0.02","< 0.01","< 0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","0.12","2"
"Sandy Creek at Homebush",2019-03-27 19:20:00,"< 0.01","0.18","< 0.02","0.89","< 0.02","0.5","< 0.02","0.05","0.11","0.11","< 0.02","0.08","0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","1.1"
"Sandy Creek at Homebush",2019-03-28 00:20:00,"< 0.01","0.19","< 0.02","0.67","< 0.02","0.3","< 0.02","0.05","0.12","0.2","< 0.02","0.08","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","1"
"Sandy Creek at Homebush",2019-03-28 08:32:00,"< 0.01","2","< 0.02","1.2","< 0.02","< 0.2","< 0.02","0.38","0.28","0.17","0.02","0.1","< 0.01","< 0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","1.8"
"Sandy Creek at Homebush",2019-04-03 11:40:00,"0.08","0.77","< 0.02","0.56","< 0.02","0.18","< 0.02","0.06","0.21","0.09","0.04","0.04","0.04","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2019-04-09 11:00:00,"0.02","0.37","< 0.02","1.6","< 0.02","0.1","< 0.02","0.05","0.15","0.04","0.02","< 0.02","0.03","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2019-04-16 11:30:00,"0.01","0.14","< 0.02","0.81","< 0.02","< 0.05","< 0.02","0.04","0.08","0.03","< 0.02","< 0.02","0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2019-04-22 20:48:00,"< 0.01","0.09","< 0.02","0.43","< 0.02","0.47","< 0.02","0.04","0.08","0.02","< 0.02","< 0.02","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2019-04-23 07:27:00,"0.01","0.1","< 0.02","0.38","< 0.02","0.25","< 0.02","0.06","0.12","0.06","0.02","0.06","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","0.11","0.19"
"Sandy Creek at Homebush",2019-04-24 12:22:00,"< 0.01","0.15","< 0.02","0.69","< 0.02","0.84","< 0.02","0.05","0.21","0.06","< 0.02","0.31","0.03","< 0.02","0.05","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.36"
"Sandy Creek at Homebush",2019-04-24 16:28:00,"< 0.01","0.09","< 0.02","0.53","< 0.02","0.59","< 0.02","0.04","0.23","0.1","< 0.02","0.17","0.03","< 0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.23"
"Sandy Creek at Homebush",2019-04-25 01:28:00,"< 0.01","0.32","< 0.02","0.66","< 0.02","0.52","< 0.02","0.03","0.17","0.1","< 0.02","0.24","0.03","0.05","0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.34"
"Sandy Creek at Homebush",2019-04-25 08:58:00,"< 0.01","0.22","< 0.02","0.6","< 0.02","0.42","< 0.02","0.03","0.13","0.12","0.02","0.23","0.03","0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.33"
