"Site.Name","Date","Ametryn","Atrazine","Chlorpyrifos","Diuron","Fipronil","Fluroxypyr","Haloxyfop..acid.","Hexazinone","Imazapic","Imidacloprid","Isoxaflutole.metabolite..DKN.","MCPA","Metolachlor","Metribuzin","Metsulfuron.methyl","Pendimethalin","Prometryn","Simazine","Tebuthiuron","Terbuthylazine","Triclopyr","X2.4.D"
"Sandy Creek at Homebush",2017-05-18 16:05:00,"0.008","0.043","< 0.02","0.026","< 5e-04","0.011","< 0.001","0.027","0.019","0.007","0.013","0.005","0.0042","< 0.001","< 5e-04","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.005","0.011"
"Sandy Creek at Homebush",2017-05-18 20:03:00,"0.012","0.048","< 0.02","0.034","< 5e-04","0.11","0.002","0.033","0.047","0.012","0.015","0.006","0.0052","< 0.001","0.0052","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.005","0.3"
"Sandy Creek at Homebush",2017-05-18 21:27:00,"0.009","0.12","< 0.02","0.065","< 5e-04","0.084","0.001","0.026","0.062","0.025","0.034","0.03","0.068","0.06","0.0031","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","0.016","0.37"
"Sandy Creek at Homebush",2017-05-19 00:57:00,"0.19","0.25","< 0.02","0.1","< 5e-04","0.59","0.06","0.026","0.069","0.074","0.019","0.21","0.21","0.011","0.019","< 0.02","0.0013","< 5e-04","< 5e-04","< 5e-04","0.011","0.72"
"Sandy Creek at Homebush",2017-05-19 07:05:00,"0.013","0.11","< 0.02","0.084","< 5e-04","0.46","0.008","0.028","0.063","0.058","0.012","0.27","0.067","0.016","0.0087","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","0.006","0.36"
"Sandy Creek at Homebush",2017-05-20 00:37:00,"0.0041","0.24","< 0.02","0.5","< 5e-04","0.4","0.006","0.048","0.072","0.043","0.0096","0.12","0.04","0.006","0.0071","< 0.02","< 5e-04","9e-04","< 5e-04","< 5e-04","0.015","0.39"
"Sandy Creek at Homebush",2017-05-21 00:53:00,"0.0029","0.11","< 0.02","0.32","< 5e-04","0.6","0.002","0.09","0.085","0.059","0.011","0.094","0.031","< 0.001","0.012","< 0.02","< 5e-04","7e-04","< 5e-04","< 5e-04","0.013","0.29"
"Sandy Creek at Homebush",2017-05-23 01:17:00,"0.0034","0.066","< 0.02","0.12","< 7e-04","0.38","0.001","0.07","0.059","0.055","0.0096","0.028","0.023","< 0.001","0.0075","< 0.02","< 7e-04","< 7e-04","< 7e-04","< 7e-04","< 0.007","0.12"
"Sandy Creek at Homebush",2017-05-25 08:40:00,"0.0045","0.058","< 0.02","0.095","< 5e-04","0.27","0.001","0.076","0.058","0.048","0.013","0.02","0.02","< 0.001","0.0049","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.005","0.092"
"Sandy Creek at Homebush",2017-06-16 10:20:00,"0.0081","0.021","< 0.02","0.041","< 5e-04","0.016","0.001","0.047","0.035","0.025","0.016","< 0.001","0.0055","< 0.001","0.0021","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.01","< 0.005"
"Sandy Creek at Homebush",2017-07-26 09:50:00,"0.0081","0.013","< 0.02","0.018","< 5e-04","< 0.005","< 0.02","0.037","0.019","0.007","0.0063","< 0.001","< 0.01","< 0.001","< 5e-04","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.01","< 0.005"
"Sandy Creek at Homebush",2017-08-25 13:45:00,"0.0065","0.042","< 0.05","0.022","< 5e-04","< 0.005","< 0.001","0.084","0.016","0.011","0.085","< 0.001","0.027","< 0.001","< 5e-04","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.01","< 0.005"
"Sandy Creek at Homebush",2017-10-03 14:15:00,"0.0038","0.016","< 0.02","0.012","< 5e-04","< 0.005","< 0.001","0.032","0.0075","0.011","0.027","< 0.001","0.0054","< 0.001","< 5e-04","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.01","< 0.005"
"Sandy Creek at Homebush",2017-10-19 06:03:00,"0.0067","1.4","< 0.02","0.024","< 5e-04","0.008","< 0.001","0.029","0.011","0.008","0.017","0.001","1.4","0.004","< 5e-04","< 0.02","< 5e-04","9e-04","< 5e-04","< 5e-04","< 0.01","0.006"
"Sandy Creek at Homebush",2017-10-19 12:11:00,"0.019","0.28","< 0.02","0.1","< 5e-04","0.19","< 0.001","0.039","0.088","0.5","0.033","0.02","0.28","0.017","0.0034","< 0.02","< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.01","0.16"
"Sandy Creek at Homebush",2017-10-19 18:19:00,"0.029","0.54","< 0.02","0.35","9e-04","0.27","0.001","0.091","0.14","0.36","1.3","0.031","0.74","0.006","0.0024","< 0.02","< 5e-04","0.001","< 5e-04","< 5e-04","< 0.01","0.24"
"Sandy Creek at Homebush",2017-10-20 00:27:00,"0.037","1.1","< 0.02","0.37","5e-04","0.93","0.004","0.1","0.28","1.6","1.7","0.14","2.9","0.005","0.0048","< 0.02","< 5e-04","0.0021","< 5e-04","< 5e-04","< 0.01","0.46"
"Sandy Creek at Homebush",2017-10-20 06:35:00,"0.045","2.2","< 0.02","0.38","6e-04","0.9","0.004","0.11","0.36","2.1","1.4","0.087","3.3","0.006","0.0086","< 0.02","< 5e-04","0.0032","< 5e-04","< 5e-04","0.01","0.54"
"Sandy Creek at Homebush",2017-10-24 17:30:00,"0.03","4.1","< 0.02","0.48","< 0.02","0.47","< 0.02","0.58","0.38","0.82","0.56","0.02","2.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.4"
"Sandy Creek at Homebush",2017-10-26 14:45:00,"0.02","3.8","< 0.02","0.62","< 0.02","0.48","< 0.02","0.66","0.55","0.61","0.59","< 0.01","2.7","0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.26"
"Sandy Creek at Homebush",2017-10-31 23:00:00,"0.01","1.9","< 0.02","0.28","< 0.02","0.31","< 0.02","0.31","0.42","0.35","0.4","< 0.01","1.3","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.13"
"Sandy Creek at Homebush",2017-10-31 23:46:00,"0.07","1.8","< 0.02","0.86","< 0.02","0.31","< 0.02","0.33","0.4","0.39","0.38","0.02","1.3","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.34"
"Sandy Creek at Homebush",2017-11-01 05:54:00,"0.02","1","< 0.02","9.6","< 0.02","0.55","< 0.02","0.37","0.26","0.73","0.45","0.12","0.58","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","13"
"Sandy Creek at Homebush",2017-11-01 12:02:00,"0.01","3","< 0.02","12","< 0.02","0.92","< 0.02","0.55","0.23","0.97","0.42","0.15","1.1","< 0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","12"
"Sandy Creek at Homebush",2017-11-01 16:15:00,"< 0.01","3.6","< 0.02","13","< 0.02","1.2","< 0.02","0.41","0.29","1.1","0.39","0.12","1.4","< 0.02","0.04","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","13"
"Sandy Creek at Homebush",2017-11-03 08:20:00,"0.01","1.9","< 0.02","2.5","< 0.02","0.77","< 0.02","0.28","0.35","0.47","0.82","0.07","0.63","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","3.2"
"Sandy Creek at Homebush",2017-11-28 10:35:00,"0.05","1.9","< 0.05","1","< 0.02","0.24","< 0.02","1.4","0.36","0.24","0.4","0.02","0.17","< 0.02","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.35"
"Sandy Creek at Homebush",2017-12-02 03:58:00,"0.04","2.3","< 0.05","0.8","< 0.02","0.19","< 0.02","0.88","0.51","0.19","0.63","0.04","0.13","< 0.02","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.38"
"Sandy Creek at Homebush",2017-12-02 10:06:00,"0.03","1.5","< 0.05","0.92","< 0.02","0.24","< 0.02","0.68","0.4","0.19","1","0.04","0.13","< 0.02","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.29"
"Sandy Creek at Homebush",2017-12-02 14:50:00,"0.06","3.8","< 0.05","0.93","< 0.02","0.2","< 0.02","1.4","0.78","0.24","0.24","< 0.01","0.17","< 0.02","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.07"
"Sandy Creek at Homebush",2017-12-04 14:04:00,"0.08","4.3","< 0.05","5.1","< 0.02","0.99","< 0.02","1.6","0.66","0.71","0.54","0.07","1.4","0.17","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.49"
"Sandy Creek at Homebush",2017-12-06 12:18:00,"0.1","5.5","< 0.05","5.1","< 0.02","0.91","< 0.02","1.7","0.72","0.41","0.28","0.05","1.4","0.29","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.36"
"Sandy Creek at Homebush",2017-12-08 08:30:00,"0.17","4.5","< 0.05","4.6","< 0.02","1.1","< 0.02","1.9","0.8","0.36","0.33","0.07","1.5","0.3","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.44"
"Sandy Creek at Homebush",2017-12-12 11:15:00,"0.11","3.2","< 0.05","3.4","< 0.02","0.82","< 0.02","1.1","0.39","0.27","0.31","0.05","0.91","0.22","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.24"
"Sandy Creek at Homebush",2017-12-13 15:19:00,"0.12","2.7","< 0.05","3.1","< 0.02","0.68","< 0.02","1.2","0.36","0.25","0.24","0.04","0.81","0.18","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.21"
"Sandy Creek at Homebush",2017-12-13 21:27:00,"0.09","1.9","< 0.05","2.5","< 0.02","0.6","< 0.02","0.93","0.31","0.22","0.24","0.04","0.71","0.14","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.19"
"Sandy Creek at Homebush",2017-12-14 03:35:00,"0.06","1.1","< 0.05","1.7","< 0.02","0.36","< 0.02","0.6","0.23","0.16","0.19","0.02","0.39","0.14","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.09"
"Sandy Creek at Homebush",2017-12-14 09:45:00,"0.05","0.89","< 0.05","1.5","< 0.02","0.22","< 0.02","0.46","0.2","0.17","0.16","0.01","0.28","0.13","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.06"
"Sandy Creek at Homebush",2017-12-15 09:00:00,"0.09","1.6","< 0.05","2.4","< 0.02","0.44","< 0.02","0.9","0.3","0.21","0.19","0.03","0.73","0.13","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.14"
"Sandy Creek at Homebush",2017-12-21 15:30:00,"0.06","1","< 0.05","1.5","< 0.02","0.35","< 0.02","0.68","0.29","0.15","0.14","0.01","0.55","0.11","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.06"
"Sandy Creek at Homebush",2017-12-28 08:40:00,"0.04","0.9","< 0.05","1","< 0.02","0.17","< 0.02","0.51","0.18","0.08","0.1","< 0.01","0.37","0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.03"
"Sandy Creek at Homebush",2018-01-03 12:00:00,"0.04","0.62","< 0.05","0.71","< 0.02","0.08","< 0.02","0.34","0.12","0.06","0.09","< 0.01","0.2","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-01-11 09:00:00,"0.03","0.59","< 0.02","0.54","< 0.02","0.06","< 0.02","0.42","0.12","0.02","0.13","< 0.01","0.09","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-01-18 08:45:00,"0.01","0.26","< 0.02","0.73","< 0.02","< 0.05","< 0.02","0.26","0.04","< 0.02","0.06","< 0.01","0.04","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.03"
"Sandy Creek at Homebush",2018-01-25 09:20:00,"0.02","0.2","< 0.02","0.39","< 0.02","< 0.05","< 0.02","0.28","0.04","< 0.02","0.05","< 0.01","0.03","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-02-01 09:15:00,"0.06","0.78","< 0.02","0.58","< 0.02","0.5","< 0.02","0.47","0.27","0.11","0.29","0.04","0.08","0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.27"
"Sandy Creek at Homebush",2018-02-04 06:51:00,"0.03","1","< 0.02","0.52","< 0.02","0.89","< 0.02","0.57","0.3","0.17","0.39","0.02","0.07","0.14","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.87"
"Sandy Creek at Homebush",2018-02-04 12:59:00,"0.03","1.3","< 0.02","1.7","< 0.02","0.57","< 0.02","0.69","0.46","0.21","0.68","0.07","0.14","1","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.7"
"Sandy Creek at Homebush",2018-02-05 07:15:00,"0.03","1.2","< 0.02","1.4","< 0.02","0.63","0.06","1.3","0.97","0.26","0.69","0.89","0.18","0.19","0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","1.4"
"Sandy Creek at Homebush",2018-02-07 13:15:00,"0.03","2.6","< 0.02","2.8","< 0.02","0.57","0.03","0.95","0.72","0.2","0.7","0.05","0.22","0.18","0.06","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.3"
"Sandy Creek at Homebush",2018-02-09 09:00:00,"0.02","1.7","< 0.02","2.2","< 0.02","0.63","0.02","0.98","0.66","0.17","0.6","0.02","0.21","0.15","0.04","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.07"
"Sandy Creek at Homebush",2018-02-14 08:40:00,"0.03","1.4","< 0.02","2.1","< 0.02","0.52","< 0.02","1.2","0.59","0.15","0.5","0.02","0.23","0.1","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.05"
"Sandy Creek at Homebush",2018-02-22 10:30:00,"0.04","1","< 0.02","2.6","< 0.02","0.37","< 0.02","1.4","0.42","0.21","0.35","0.02","0.14","0.1","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.12"
"Sandy Creek at Homebush",2018-02-23 16:01:00,"0.03","1.4","< 0.02","4.2","< 0.02","0.59","< 0.02","1.1","0.35","0.21","0.26","0.23","0.08","0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","1.3"
"Sandy Creek at Homebush",2018-02-23 22:08:00,"0.03","0.9","< 0.02","1.7","< 0.02","0.37","< 0.02","0.85","0.56","0.22","0.21","0.11","0.09","0.05","0.04","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.47"
"Sandy Creek at Homebush",2018-02-24 04:17:00,"0.02","0.96","< 0.02","1.3","< 0.02","0.27","< 0.02","0.61","0.79","0.23","0.14","0.11","0.07","0.04","< 0.02","< 0.02","< 0.02","< 0.01","0.23","< 0.01","< 0.1","0.44"
"Sandy Creek at Homebush",2018-02-24 08:00:00,"0.02","0.94","< 0.02","1.5","< 0.02","0.31","< 0.02","0.57","0.78","0.21","0.13","0.02","0.08","0.03","< 0.02","< 0.02","< 0.02","< 0.01","0.14","< 0.01","< 0.1","0.05"
"Sandy Creek at Homebush",2018-02-24 16:39:00,"0.01","0.9","< 0.02","1.8","< 0.02","0.53","< 0.02","0.48","0.73","0.26","0.16","0.03","0.17","0.02","< 0.02","< 0.02","< 0.02","< 0.01","0.03","< 0.01","< 0.1","0.17"
"Sandy Creek at Homebush",2018-02-25 16:47:00,"0.02","3.7","< 0.02","1.8","< 0.02","0.81","< 0.02","0.6","0.62","0.18","0.13","0.07","0.27","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.37"
"Sandy Creek at Homebush",2018-02-25 19:03:00,"0.05","3.3","< 0.02","2.2","< 0.02","0.5","< 0.02","0.75","0.51","0.53","0.08","0.06","0.19","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.29"
"Sandy Creek at Homebush",2018-02-26 03:33:00,"0.13","1.8","< 0.02","1.8","< 0.02","0.51","< 0.02","0.66","0.49","0.4","0.11","0.06","0.19","0.04","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.2"
"Sandy Creek at Homebush",2018-02-28 18:35:00,"0.03","1.2","< 0.02","1.4","< 0.02","0.37","< 0.02","0.64","0.48","0.31","0.11","0.03","0.12","0.1","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.11"
"Sandy Creek at Homebush",2018-03-01 00:43:00,"0.02","0.64","< 0.02","0.89","< 0.02","0.52","< 0.02","0.35","0.51","0.35","0.18","0.1","0.11","0.16","< 0.02","< 0.02","< 0.02","< 0.01","0.02","< 0.01","< 0.05","0.2"
"Sandy Creek at Homebush",2018-03-01 06:51:00,"0.02","0.44","< 0.02","0.81","< 0.02","0.28","< 0.02","0.37","0.57","0.28","0.09","0.07","0.1","0.13","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.32"
"Sandy Creek at Homebush",2018-03-01 12:58:00,"0.02","0.45","< 0.02","0.93","< 0.02","0.42","< 0.02","0.32","0.53","0.23","0.13","0.08","0.1","0.16","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.3"
"Sandy Creek at Homebush",2018-03-01 18:45:00,"0.03","0.52","< 0.02","1.3","< 0.02","0.43","< 0.02","0.41","0.55","0.37","0.1","0.07","0.15","0.28","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.23"
"Sandy Creek at Homebush",2018-03-02 00:57:00,"0.02","0.55","< 0.02","1.1","< 0.02","0.62","< 0.02","0.33","0.45","0.36","0.19","0.08","0.12","0.31","< 0.02","< 0.02","< 0.02","< 0.01","0.07","< 0.01","< 0.05","0.27"
"Sandy Creek at Homebush",2018-03-02 07:05:00,"0.02","0.48","< 0.02","0.93","< 0.02","0.38","< 0.02","0.32","0.5","0.33","0.08","0.05","0.14","0.16","< 0.02","< 0.02","< 0.02","< 0.01","0.04","< 0.01","< 0.05","0.28"
"Sandy Creek at Homebush",2018-03-03 00:01:00,"0.02","0.44","< 0.02","0.83","< 0.02","0.35","< 0.02","0.34","0.46","0.27","0.1","0.05","0.15","0.11","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.17"
"Sandy Creek at Homebush",2018-03-03 00:23:00,"0.02","0.5","< 0.02","0.97","< 0.02","0.5","< 0.02","0.34","0.51","0.29","0.13","0.08","0.18","0.13","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.19"
"Sandy Creek at Homebush",2018-03-03 06:31:00,"< 0.01","0.28","< 0.02","1.2","< 0.02","0.18","< 0.02","0.34","0.24","0.25","0.07","0.08","0.06","0.08","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.13"
"Sandy Creek at Homebush",2018-03-03 12:39:00,"0.02","0.35","< 0.02","1.5","< 0.02","0.23","< 0.02","0.38","0.29","0.25","0.09","0.07","0.08","0.13","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.21"
"Sandy Creek at Homebush",2018-03-03 18:47:00,"0.05","0.4","< 0.02","1.2","< 0.02","0.22","< 0.02","0.29","0.26","0.37","0.08","0.05","0.07","0.13","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.28"
"Sandy Creek at Homebush",2018-03-04 00:55:00,"0.09","0.55","< 0.02","1.2","< 0.02","0.28","< 0.02","0.37","0.33","0.36","0.11","0.09","0.09","0.17","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.35"
"Sandy Creek at Homebush",2018-03-07 12:00:00,"0.02","0.35","< 0.02","1.2","< 0.02","0.31","< 0.02","0.36","0.28","0.27","0.08","0.1","0.08","0.1","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.2"
"Sandy Creek at Homebush",2018-03-09 10:00:00,"0.02","0.27","< 0.02","0.89","< 0.02","0.24","< 0.02","0.31","0.23","0.2","0.07","0.06","0.06","0.07","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.14"
"Sandy Creek at Homebush",2018-03-16 08:45:00,"0.02","0.23","< 0.02","0.81","< 0.02","0.16","< 0.02","0.28","0.21","0.09","0.09","0.01","0.03","0.09","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.05"
"Sandy Creek at Homebush",2018-03-22 10:10:00,"0.02","0.14","< 0.02","0.53","< 0.02","0.09","< 0.02","0.23","0.16","0.05","0.07","< 0.01","0.02","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2018-03-25 16:43:00,"0.03","0.16","< 0.02","0.56","< 0.02","0.16","< 0.02","0.3","0.24","0.06","0.09","0.03","0.04","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.06"
"Sandy Creek at Homebush",2018-03-25 22:51:00,"0.02","0.18","< 0.02","0.76","< 0.02","0.22","< 0.02","0.29","0.35","0.08","0.06","0.04","0.03","< 0.05","0.04","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.33"
"Sandy Creek at Homebush",2018-03-26 04:59:00,"0.01","0.14","< 0.02","0.48","< 0.02","0.2","0.03","0.14","0.52","0.14","0.05","0.09","0.08","< 0.05","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.38"
"Sandy Creek at Homebush",2018-03-26 11:07:00,"0.01","0.15","< 0.02","1.3","< 0.02","0.34","< 0.02","0.15","0.59","0.15","0.03","0.13","0.16","< 0.05","0.04","< 0.02","< 0.02","< 0.01","0.02","< 0.01","< 0.05","0.32"
"Sandy Creek at Homebush",2018-03-28 14:30:00,"0.01","0.34","< 0.02","0.72","< 0.02","0.85","< 0.02","0.19","0.51","0.09","0.06","0.05","0.16","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.2"
"Sandy Creek at Homebush",2018-04-02 16:41:00,"< 0.01","0.1","< 0.02","0.11","< 0.02","0.24","< 0.02","0.22","0.36","0.03","< 0.02","< 0.02","0.03","< 0.05","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.1"
"Sandy Creek at Homebush",2018-04-02 17:03:00,"< 0.01","0.07","< 0.02","0.16","< 0.02","0.29","< 0.02","0.17","0.28","0.04","0.02","< 0.02","0.03","< 0.05","0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.11"
"Sandy Creek at Homebush",2018-04-02 18:21:00,"< 0.01","0.14","< 0.02","0.99","< 0.02","0.36","< 0.02","0.21","0.26","0.17","0.04","0.05","0.04","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.2"
"Sandy Creek at Homebush",2018-04-02 20:21:00,"< 0.01","0.19","< 0.02","0.8","< 0.02","0.27","< 0.02","0.1","0.16","0.22","< 0.02","0.1","0.03","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","0.07","< 0.01","0.1","0.17"
"Sandy Creek at Homebush",2018-04-02 23:03:00,"< 0.01","0.25","< 0.02","0.45","< 0.02","0.37","< 0.02","0.08","0.17","0.18","0.02","0.1","0.05","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","0.02","< 0.01","< 0.1","0.38"
"Sandy Creek at Homebush",2018-04-03 05:53:00,"< 0.01","0.18","< 0.02","0.56","< 0.02","0.37","< 0.02","0.07","0.24","0.13","0.02","0.07","0.04","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.51"
"Sandy Creek at Homebush",2018-04-03 18:31:00,"< 0.01","0.44","< 0.02","0.72","< 0.02","0.41","< 0.02","0.1","0.26","0.12","0.02","0.11","0.07","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.36"
"Sandy Creek at Homebush",2018-04-04 05:49:00,"< 0.01","0.35","< 0.02","0.75","< 0.02","0.37","< 0.02","0.12","0.29","0.16","0.02","0.08","0.07","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.29"
"Sandy Creek at Homebush",2018-04-05 00:05:00,"< 0.01","0.23","< 0.02","0.54","< 0.02","0.33","< 0.02","0.11","0.32","0.28","0.02","0.06","0.09","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.2"
"Sandy Creek at Homebush",2018-04-05 12:00:00,"< 0.01","0.24","< 0.02","0.49","< 0.02","0.33","< 0.02","0.1","0.29","0.29","0.02","0.06","0.07","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.25"
"Sandy Creek at Homebush",2018-04-11 09:45:00,"< 0.01","0.13","< 0.02","0.33","< 0.02","0.16","< 0.02","0.1","0.21","0.22","0.03","< 0.02","0.05","< 0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.1","0.06"
"Sandy Creek at Homebush",2018-04-14 17:59:00,"< 0.01","0.1","< 0.02","0.19","< 0.02","0.17","< 0.02","0.09","0.26","0.2","0.03","0.03","0.05","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.32"
"Sandy Creek at Homebush",2018-04-15 00:07:00,"< 0.01","0.07","< 0.02","0.23","< 0.02","0.14","< 0.02","0.08","0.22","0.22","< 0.02","0.03","0.05","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.26"
"Sandy Creek at Homebush",2018-04-15 06:15:00,"< 0.01","0.07","< 0.02","0.24","< 0.02","0.16","< 0.02","0.11","0.25","0.25","< 0.02","0.04","0.04","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","1.8"
"Sandy Creek at Homebush",2018-04-15 12:23:00,"< 0.01","0.07","< 0.02","0.52","< 0.02","0.27","< 0.02","0.26","0.27","0.24","0.02","0.06","0.05","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.7"
"Sandy Creek at Homebush",2018-04-15 18:31:00,"< 0.01","0.12","< 0.02","0.67","< 0.02","0.27","< 0.02","0.29","0.28","0.26","0.02","0.06","0.07","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.57"
